0.6412	1.0
0.3749	1.0
0.3567	1.0
0.3063	1.0
0.3248	1.0
0.7234	1.0
0.8357	1.0
0.906	1.0
0.38	1.0
0.2449	1.0
0.3688	1.0
0.4633	1.0
0.4811	1.0
0.403	1.0
0.7875	1.0
0.282	1.0
0.4455	1.0
0.6132	1.0
0.6971	1.0
0.3522	1.0
0.7587	1.0
0.5182	1.0
0.6066	1.0
0.4042	1.0
1	1.0
0.3377	1.0
0.4656	1.0
0.5741	1.0
0.0984	1.0
0.8045	1.0
0.4334	1.0
0.3596	1.0
0.4788	1.0
0.5089	1.0
0.5139	1.0
0.4273	1.0
0.9133	1.0
0.4062	1.0
0.2588	1.0
0.5667	1.0
0.6331	1.0
0.1667	1.0
0.507	1.0
0.52	1.0
0.5335	1.0
0.3001	1.0
0.6002	1.0
0.5676	1.0
0.4233	1.0
0.5328	1.0
0.8217	1.0
0.17	1.0
0.3527	1.0
0.7825	1.0
0.4935	1.0
0.28	1.0
0.4997	1.0
0.2011	1.0
�	1.0
0.7663	1.0
0.5062	1.0
0.4328	1.0
1	1.0
0.79	1.0
0.4312	1.0
0.5022	1.0
0.431	1.0
0.8664	1.0
0.7947	1.0
0.7354	1.0
0.285	1.0
0.3627	1.0
0.4796	1.0
0.3566	1.0
0.3079	1.0
0.6281	1.0
0.3334	1.0
0.4484	1.0
0.4424	1.0
0.6604	1.0
0.8996	1.0
0.32	1.0
0.7414	1.0
0.4316	1.0
0.8472	1.0
0.7396	1.0
0.5621	1.0
0.314	1.0
0.5643	1.0
0.5	1.0
0.363	1.0
0.5112	1.0
0.2203	1.0
0.3188	1.0
0.598	1.0
0.4548	1.0
0.925	1.0
0.2643	1.0
0.5233	1.0
0.4528	1.0
0.8818	1.0
0.5858	1.0
0.6875	1.0
0.8375	1.0
0.5272	1.0
0.3735	1.0
0.3254	1.0
0.7337	1.0
0.432	1.0
